Location,Crossnumber,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Good_Seeds,Number_of_Embryo_Germinating,Germination_Date
Kawanda,SE202012_(242389C2/242829),Kabucuragye-R-1-C-21,Kabucuragye,2,2905,2905-R-2--C-22,2020-12-16 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242413C1/242875),Nakawere-R-3-C-9,Nakawere,1,2905,2905-R-2--C-30,2020-12-01 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242427C1/242829),Nakawere-R-2-C-8,Nakawere,1,2905,2905-R-2--C-22,2020-12-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242429C1/242829),Kabucuragye-R-6-C-18,Kabucuragye,1,2905,2905-R-2--C-22,2020-12-23 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242440C1/242829),Kabucuragye-R-6-C-16,Kabucuragye,1,2905,2905-R-2--C-22,2020-12-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242506C1/242829),Kabucuragye-R-2-C-19,Kabucuragye,1,2905,2905-R-2--C-22,2020-12-23 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242520C1/242829),Bitambi-R-8-C-5,Bitambi,1,2905,2905-R-2--C-22,2020-12-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242530C1/242829),Nakawere-R-6-C-10,Nakawere,1,2905,2905-R-2--C-22,2020-12-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242536C2/242829),Nakawere-R-7-C-14,Nakawere,2,2905,2905-R-2--C-22,2020-12-25 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242543C1/242829),Nakawere-R-5-C-13,Nakawere,1,2905,2905-R-2--C-22,2020-12-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242551C1/242829),Nakawere-R-7-C-9,Nakawere,1,2905,2905-R-2--C-22,2020-12-16 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242837C1/242879),1201K-1-R-6--C-16,1201K-1,1,402,402-R-3--C-24,2020-12-30 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242923C1/242879),222K-1-R-3--C-20,222K-1,1,402,402-R-3--C-24,2020-12-28 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242979C1/242879),376K-1-R-7--C-13,376K-1,1,402,402-R-3--C-24,2020-12-29 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(242982C1/242915),376K-1-R-7--C-9,376K-1,1,402,402-R-3--C-22,2020-12-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243352C1/243057),376K-1-R-2--C-42,376K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-23 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243404C2/242999),1201K-1-R-6--C-46,1201K-1,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-09 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243416C1/243057),1411K-1-R-2--C-59,1411K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243422C2/243057),401K-1-R-1--C-38,401K-1,2,AG201087-4,AG201087-4-R-8--C-24,2020-12-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243427C2/242999),917K-2-R-2--C-50,917K-2,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-16 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243432C1/243057),1411K-1-R-4--C-45,1411K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-23 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243441C2/242999),376K-1-R-3--C-42,376K-1,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-10 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243452C2/243057),660K-1-R-1--C-36,660K-1,2,AG201087-4,AG201087-4-R-8--C-24,2020-12-28 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243457C2/242999),199K-3-R-7--C-52,199K-3,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243459C1/242896),Nabio1117-R-8--C-56,Nabio1117,1,AG201087-4,AG201087-4-R-7--C-29,2020-12-11 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243473C1/243057),1411K-1-R-2--C-45,1411K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-18 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243480C1/243057),1154K-1-R-7--C-49,1154K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-28 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243499C1/242999),1411K-1-R-8--C-44,1411K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243548C1/242999),401K-1-R-5--C-39,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-07 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243576C1/242999),401K-1-R-4--C-62,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-03 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243601C1/242999),1411K-1-R-7--C-58,1411K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-18 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243613C2/242999),Nabio1117-R-7--C-56,Nabio1117,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-18 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243622C2/242896),Nabio1117-R-1--C-57,Nabio1117,2,AG201087-4,AG201087-4-R-7--C-29,2020-12-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243637C1/242999),Nabio1117-R-6--C-57,Nabio1117,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-06 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243645C1/243057),1411K-1-R-3--C-44,1411K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-28 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243661C1/242999),917K-2-R-6--C-51,917K-2,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-08 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243691C2/242999),401K-1-R-4--C-41,401K-1,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-01 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243701C1/242999),401K-1-R-8--C-61,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-18 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243733C1/242999),660K-1-R-8--C-36,660K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-08 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243739C1/242999),376K-1-R-1--C-43,376K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-07 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243769C1/242999),401K-1-R-2--C-61,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-26 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243780C1/242896),199K-3-R-1--C-52,199K-3,1,AG201087-4,AG201087-4-R-7--C-29,2020-12-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243790C2/242999),1411K-1-R-4--C-59,1411K-1,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-26 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243806C1/242896),246K-1-R-7--C-55,246K-1,1,AG201087-4,AG201087-4-R-7--C-29,2020-12-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243809C1/243057),376K-1-R-6--C-43,376K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-28 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243819C1/242999),199K-3-R-1--C-53,199K-3,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-23 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243844C1/242999),376K-1-R-5--C-42,376K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243847C1/243057),1411K-1-R-7--C-44,1411K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-22 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243923C1/243057),660K-1-r1-c7,660K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-31 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243936C1/244071),Namande-r1-c46,Namande,1,2905,2905-r5-c29,2020-12-18 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243957C1/243057),1747K-1-r5-c1,1747K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-08 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(243995C1/242999),660K-1-r6-c8,660K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-12 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244038C2/242999),376K-1-r4-c22,376K-1,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-03 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244051C1/242875),Namande-r6-c46,Namande,1,2905,2905-R-2--C-30,2020-11-26 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244068C1/242999),376K-1-r4-c24,376K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-15 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244089C1/244071),Enzirabahima-r5-c52,ITC1354-Enzirabahima,1,2905,2905-r5-c29,2020-12-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244095C1/242875),Namande-r3-c47,Namande,1,2905,2905-R-2--C-30,2020-12-01 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244166C1/243057),222K-1-r7-c11,222K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-16 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244178C1/243057),365K-1-r5-c17,365K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-21 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244193C2/242999),401K-1-r5-c25,401K-1,2,AG201087-4,AG201087-4-R-7--C-22,2020-12-15 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244213C1/243057),365K-1-r7-c17,365K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244224C1/242999),376K-1-r6-c24,376K-1,1,AG201087-4,AG201087-4-R-7--C-22,2020-12-01 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244246C1/243057),1747K-1-r2-c1,1747K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244262C1/243057),401K-1-r5-c26,401K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-31 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244278C1/244071),Namande-r7-c46,Namande,1,2905,2905-r5-c29,2020-12-18 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244313C1/243057),401K-1-r4-c25,401K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-28 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244384C2/243057),1747K-1-r3-c2,1747K-1,2,AG201087-4,AG201087-4-R-8--C-24,2020-12-25 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244394C1/243057),1747K-1-r4-c2,1747K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-08 00:00:00+00:00,,,,,,,,
Kawanda,SE202012_(244412C1/243057),222K-1-r2-c12,222K-1,1,AG201087-4,AG201087-4-R-8--C-24,2020-12-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(240001C1/242875),enz-r9-c9,ITC1354-Enzirabahima,1,2905,2905-R-2--C-30,2021-01-09 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(240047C1/242875),enz-r1-c13,ITC1354-Enzirabahima,1,2905,2905-R-2--C-30,2021-01-11 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(240123C1/242875),enz-r8-c13,ITC1354-Enzirabahima,1,2905,2905-R-2--C-30,2021-01-11 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(240128C2/242875),enz-r9-c5,ITC1354-Enzirabahima,2,2905,2905-R-2--C-30,2021-01-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(240135C1/242875),enz-r1-c5,ITC1354-Enzirabahima,1,2905,2905-R-2--C-30,2021-01-05 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(240282C1/242875),enz-r5-c8,ITC1354-Enzirabahima,1,2905,2905-R-2--C-30,2021-01-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(240286C1/242875),enz-r8-c3,ITC1354-Enzirabahima,1,2905,2905-R-2--C-30,2021-01-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(240302C1/242875),enz-r3-c7,ITC1354-Enzirabahima,1,2905,2905-R-2--C-30,2021-01-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242311C1/242829),Kabucuragye-R-3-C-15,Kabucuragye,1,2905,2905-R-2--C-22,2021-01-26 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242390C1/242829),Kabucuragye-R-4-C-20,Kabucuragye,1,2905,2905-R-2--C-22,2021-01-25 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242391C1/242829),Kabucuragye-R-4-C-16,Kabucuragye,1,2905,2905-R-2--C-22,2021-01-12 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242507C1/242829),Kabucuragye-R-4-C-19,Kabucuragye,1,2905,2905-R-2--C-22,2021-01-12 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242532C2/242829),Namande-R-1-C-2,Namande,2,2905,2905-R-2--C-22,2021-01-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242547C2/242829),Bitambi-R-1-C-5,Bitambi,2,2905,2905-R-2--C-22,2021-01-29 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242830C1/242879),660K-1-R-4--C-11,660K-1,1,402,402-R-3--C-24,2021-01-05 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242887C1/242915),660K-1-R-3--C-8,660K-1,1,402,402-R-3--C-22,2021-01-08 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242959C1/242879),376K-1-R-7--C-14,376K-1,1,402,402-R-3--C-24,2021-01-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(242975C1/242915),222K-1-R-2--C-20,222K-1,1,402,402-R-3--C-22,2021-01-20 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243073C1/242879),1201K-1-R-6--C-19,1201K-1,1,402,402-R-3--C-24,2021-01-05 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243079C1/242915),376K-1-R-6--C-11,376K-1,1,402,402-R-3--C-22,2021-01-20 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243367C1/242999),660K-1-R-4--C-36,660K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-26 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243378C1/242999),246K-1-R-3--C-54,246K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-06 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243384C1/242999),1411K-1-R-4--C-58,1411K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-22 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243388C1/242999),1201K-1-R-6--C-47,1201K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-27 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243391C1/243057),401K-1-R-4--C-63,401K-1,1,AG201087-4,AG201087-4-R-8--C-24,2021-01-02 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243407C2/242999),199K-3-R-2--C-52,199K-3,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243433C1/242999),1201K-1-R-2--C-46,1201K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-26 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243454C1/242999),401K-1-R-8--C-38,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243469C1/243057),1411K-1-R-4--C-44,1411K-1,1,AG201087-4,AG201087-4-R-8--C-24,2021-01-02 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243478C1/242999),199K-3-R-5--C-53,199K-3,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-30 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243498C2/242999),401K-1-R-8--C-62,401K-1,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243560C1/243057),917K-2-R-8--C-50,917K-2,1,AG201087-4,AG201087-4-R-8--C-24,2021-01-11 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243566C1/242999),1411K-1-R-5--C-58,1411K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-06 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243580C1/242999),401K-1-R-3--C-41,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-11 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243592C1/242999),401K-1-R-8--C-40,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-11 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243595C1/242999),401K-1-R-5--C-40,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-11 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243622C2/242999),Nabio1117-R-1--C-57,Nabio1117,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-24 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243691C2/242999),401K-1-R-4--C-41,401K-1,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-26 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243701C2/242999),401K-1-R-8--C-61,401K-1,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-05 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243725C1/242854),1411K-1-R-3--C-59,1411K-1,1,AG201087-4,AG201087-4-R-7--C-23,2021-01-15 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243756C1/242854),401K-1-R-4--C-61,401K-1,1,AG201087-4,AG201087-4-R-7--C-23,2021-01-15 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243757C1/242999),401K-1-R-1--C-61,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243780C2/242999),199K-3-R-1--C-52,199K-3,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-29 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243796C1/242999),199K-3-R-3--C-52,199K-3,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-07 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243801C2/242999),199K-3-R-2--C-53,199K-3,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-04 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243805C1/243057),246K-1-R-8--C-55,246K-1,1,AG201087-4,AG201087-4-R-8--C-24,2021-01-02 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243819C2/242999),199K-3-R-1--C-53,199K-3,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-07 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243840C1/242999),1411K-1-R-3--C-60,1411K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-25 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243851C2/243057),1201K-1-R-3--C-46,1201K-1,2,AG201087-4,AG201087-4-R-8--C-24,2021-01-05 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(243954C1/244071),Namande-r4-c48,Namande,1,2905,2905-r5-c29,2021-01-07 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244039C1/242999),1747K-1-r5-c2,1747K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244044C2/243057),365K-1-r1-c18,365K-1,2,AG201087-4,AG201087-4-R-8--C-24,2021-01-11 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244054C1/242999),376K-1-r7-c22,376K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244129C1/244071),Namande-r4-c46,Namande,1,2905,2905-r5-c29,2021-01-26 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244152C1/242999),401K-1-r1-c28,401K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-19 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244173C2/243057),401K-1-r6-c26,401K-1,2,AG201087-4,AG201087-4-R-8--C-24,2021-01-06 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244195C1/242999),376K-1-r6-c23,376K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-27 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244224C2/243057),376K-1-r6-c24,376K-1,2,AG201087-4,AG201087-4-R-8--C-24,2021-01-06 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244281C1/244071),Enzirabahima-r6-c53,ITC1354-Enzirabahima,1,2905,2905-r5-c29,2021-01-20 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244289C1/243057),401K-1-r4-c28,401K-1,1,AG201087-4,AG201087-4-R-8--C-24,2021-01-05 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244290C2/242999),1747K-1-r1-c4,1747K-1,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-15 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244304C2/242999),222K-1-r3-c9,222K-1,2,AG201087-4,AG201087-4-R-7--C-22,2021-01-14 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244355C1/242999),365K-1-r2-c17,365K-1,1,AG201087-4,AG201087-4-R-7--C-22,2021-01-12 00:00:00+00:00,,,,,,,,
Kawanda,SE202101_(244408C1/243057),401K-1-r4-c26,401K-1,1,AG201087-4,AG201087-4-R-8--C-24,2021-01-11 00:00:00+00:00,,,,,,,,
